species	scaffold	mixed_groups	genestring	charAcount	charBcount	m	mode	mean	bases_covered_mixing	scaffold_total_bases	percent_scaffold_mixing	m_percent_of_way_to_mode	p_value_unmixed	num_iterations
Dpulex	NC_060023.1	ALG_4+ALG_47	ABAABABAB	4	5	1.7419354838709675	1.161290322580645	1.0005909677419351	6352500	12288052	51.69655857576123	100.0	0.99203	100000
Mleidyi	CM108489.1	ALG_4+ALG_47	ABBAABBAABBAABBABAABBAABAAB	13	14	1.1216617210682494	0.9614243323442137	1.0001905637982196	10354866	11662019	88.7913662291238	100.0	0.78733	100000
Olobularis	NC_089188.1	ALG_4+ALG_47	ABBAAABABBAABABABABABBAABAB	13	14	1.4421364985163203	0.9614243323442137	1.000430118694362	1275948	2577018	49.51257616361236	100.0	0.99201	100000
Bmicroptera	NC_087084.1	ALG_4+ALG_47	ABBAABBAABBAABBABAABBAAABAB	13	14	1.1216617210682494	0.9614243323442137	0.9990496735905048	12363192	16350194	75.61495600602659	100.0	0.78877	100000
Cowczarzaki	NW_011887293.1	ALG_4+ALG_47	ABBAABBAABBAABBABAABBAABAAB	13	14	1.1216617210682494	0.9614243323442137	1.000379643916914	533566	2667796	20.000254892053213	100.0	0.7872	100000
Celegans	NC_003284.9	ALG_4+ALG_48	ABBAAABA	5	3	1.0909090909090908	0.7272727272727273	0.9996763636363636	3450944	17718942	19.47601611879536	100.0	0.71328	100000
Sciliatum	NC_088644.1	ALG_4+ALG_49	AAAAABABBBABBAABBAA	8	11	0.8471337579617834	0.9681528662420382	1.0004637579617834	20033491	50554555	39.62746977003358	87.49999999999999	0.35095	100000
Celegans	NC_003282.8	ALG_4+ALG_49	ABABBABBBBBB	3	9	1.1428571428571428	0.8571428571428571	1.0011885714285715	5769491	17493829	32.980149743089406	100.0	0.7443	100000
Srosetta	NW_004754930.1	ALG_4+ALG_5	AAAABAAABB	7	3	0.6250000000000001	0.9375000000000002	0.9992281250000002	189849	2372320	8.002672489377487	66.66666666666666	0.28463	100000
Srosetta	NW_004754930.1	ALG_4+ALG_50	BAAABBBAAAA	7	4	0.4888888888888889	0.9777777777777776	0.9997435555555556	1224727	2372320	51.6257081675322	50.0	0.1419	100000
Sciliatum	NC_088644.1	ALG_4+ALG_52	AAABAABBABBBABBBAAAA	9	11	0.7865168539325842	1.0112359550561798	1.0008561797752809	22351551	50554555	44.2127341443318	77.77777777777777	0.25367	100000
Celegans	NC_003282.8	ALG_4+ALG_52	ABBBABABB	3	6	1.3333333333333333	1.0	0.9986900000000002	6867601	17493829	39.257277523405534	100.0	0.88037	100000
Celegans	NC_003282.8	ALG_4+ALG_54	AABBBABBB	3	6	0.6666666666666666	1.0	0.9992833333333334	3297049	17493829	18.84692596457871	66.66666666666666	0.34316	100000
Bcyanae	OZ177742.1	ALG_4+ALG_55	BAAABBAA	3	5	0.7272727272727273	1.0909090909090908	1.000101818181818	3352569	5117824	65.50770405547358	66.66666666666667	0.42744	100000
Bmicroptera	NC_087084.1	ALG_4+ALG_57	ABABBAAAABBBABAAAAAAA	7	14	0.8400000000000001	1.08	1.0006740000000005	7282784	16350194	44.542492890298426	77.77777777777779	0.33585	100000
Mleidyi	CM108489.1	ALG_4+ALG_57	BAAAAAAAABBAAAABBBAA	6	14	0.5405405405405407	0.9459459459459462	0.9997202702702704	7583019	11662019	65.02320910298637	57.14285714285714	0.05733	100000
Harmigera	NC_087122.1	ALG_4+ALG_58	BBAABAA	4	3	0.823529411764706	0.823529411764706	1.0006458823529412	3400705	14254934	23.856336339403605	100.0	0.54192	100000
Celegans	NC_003284.9	ALG_4+ALG_58	BABAABAAB	5	4	1.4516129032258065	1.161290322580645	1.0009132258064517	11670884	17718942	65.86670919742274	100.0	0.92811	100000
Sciliatum	NC_088644.1	ALG_4+ALG_6	AAAAABABBBBABBAABBAA	9	11	0.7865168539325842	1.0112359550561798	0.9999089887640448	20033491	50554555	39.62746977003358	77.77777777777777	0.25604	100000
Celegans	NC_003282.8	ALG_4+ALG_6	ABABBABBBBBBB	3	10	1.106382978723404	1.3829787234042552	1.000018085106383	5769491	17493829	32.980149743089406	80.0	0.70676	100000
Dpulex	NC_060023.1	ALG_4+ALG_62	ABBAAAAB	3	5	0.7272727272727273	0.7272727272727273	0.9991454545454546	6348117	12288052	51.66088978139089	100.0	0.43081	100000
Davara	NC_089283.1	ALG_4+ALG_62	BBAAAAABAAAABABAAAB	6	13	0.9708029197080292	0.9708029197080292	1.0010614598540146	14464549	26428100	54.73170224117512	100.0	0.55835	100000
Hsymbiolongicarpus	NC_079877.1	ALG_4+ALG_62	ABAAAAAABAAAAABBBAAB	14	6	0.810810810810811	0.9459459459459462	0.9997702702702704	17410767	37015953	47.035846949557126	85.71428571428571	0.29855	100000
Pverrucosa	NC_089317.1	ALG_4+ALG_62	BAABABAAAAAAAAAABBBA	14	6	0.810810810810811	0.9459459459459462	0.999291891891892	25270236	26381493	95.78774029202972	85.71428571428571	0.29856	100000
Celegans	NC_003284.9	ALG_4+ALG_62	ABAAABAB	5	3	1.4545454545454546	1.0909090909090908	1.0011018181818183	9507444	17718942	53.65695084954847	100.0	0.92895	100000
Olobularis	NC_089188.1	ALG_4+ALG_62	ABBAAAAAABAABAABAAAB	6	14	1.0810810810810814	0.9459459459459462	0.9997608108108113	1187521	2577018	46.08120703852282	100.0	0.70632	100000
Sciliatum	NC_088644.1	ALG_4+ALG_62	AABBAAAAABBAAAA	4	11	0.6164383561643836	1.0273972602739727	0.9994520547945208	24041988	50554555	47.55652186039418	60.0	0.17583	100000
Ccandelabrum	NC_085105.1	ALG_4+ALG_62	ABBBABAAABAAABAAAAAA	14	6	0.9459459459459462	0.9459459459459462	1.0002121621621625	1516714	5850205	25.92582653086516	100.0	0.51915	100000
Harmigera	NC_087122.1	ALG_4+ALG_62	BBAAABA	4	3	0.823529411764706	0.823529411764706	0.9984429411764708	5908830	14254934	41.45112141522367	100.0	0.54508	100000
Acrassa	OZ181685.1	ALG_4+ALG_62	ABABBBBBAAAAAAAAAA	6	12	0.4285714285714285	1.0	1.0000357142857144	353731	6508474	5.434929908301086	42.85714285714285	0.02869	100000
Cowczarzaki	NW_011887293.1	ALG_4+ALG_62	AAAAAAABBAAAAAAABBBB	6	14	0.2702702702702703	0.9459459459459462	1.0023932432432434	190436	2667796	7.138326918549994	28.57142857142857	0.004	100000
Hpanicea	NC_087385.1	ALG_4+ALG_62	AABAAAAABBAAAABABBAA	14	6	0.9459459459459462	0.9459459459459462	1.0000513513513514	2371894	7054234	33.62369323161097	100.0	0.51996	100000
Nvectensis	NC_064042.1	ALG_4+ALG_62	AAABAAAAAAABBABBBAAA	6	14	0.6756756756756758	0.9459459459459462	1.0003554054054056	9653545	17327027	55.71379902622648	71.42857142857142	0.15146	100000
Dpulex	NC_060023.1	ALG_4+ALG_65	AAABAABBB	4	5	0.5806451612903225	1.161290322580645	1.001842258064516	2102376	12288052	17.109107285678803	50.0	0.26116	100000
Harmigera	NC_087124.1	ALG_4+ALG_65	AAAAABBB	5	3	0.0	1.0909090909090908	1.0004654545454543	0	13931063	0.0	0.0	0.03583	100000
Srosetta	NW_004754930.1	ALG_4+ALG_69	ABABBAABABBAAB	7	7	1.3333333333333333	1.0	1.000515	1657974	2372320	69.88829500236055	100.0	0.92188	100000
Harmigera	NC_087124.1	ALG_4+ALG_69	ABBABAABAB	5	5	1.5	1.0	1.0013075	6085592	13931063	43.683615528836526	100.0	0.96152	100000
Bcyanae	OZ177742.1	ALG_4+ALG_69	ABAABABAB	4	5	1.7419354838709675	1.161290322580645	1.0001554838709676	3457595	5117824	67.55986528649676	100.0	0.99262	100000
Dpulex	NC_060025.1	ALG_4+ALG_69	ABABAB	3	3	2.0	1.0	0.99807	5159404	9596697	53.76228925431323	100.0	1.0	100000
Dpulex	NC_060023.1	ALG_4+ALG_69	ABBABAABA	4	5	1.4516129032258065	1.161290322580645	1.0014996774193548	4471501	12288052	36.38901430430145	100.0	0.92813	100000
Bmicroptera	NC_087084.1	ALG_4+ALG_69	ABBAABBAABAABABAABBAABBAA	11	14	1.1484098939929328	1.060070671378092	1.0010194346289751	12038318	16350194	73.62798264045063	100.0	0.81495	100000
Pverrucosa	NC_089317.1	ALG_4+ALG_69	ABBAAABABBAABABABABAABAAB	14	11	1.413427561837456	1.060070671378092	0.9996369257950528	25500797	26381493	96.66169007190004	100.0	0.9852	100000
Hsymbiolongicarpus	NC_079877.1	ALG_4+ALG_69	AABABABABBAAABAABBAABABAB	14	11	1.413427561837456	1.060070671378092	1.0004487632508834	15720100	37015953	42.468445969768766	100.0	0.98557	100000
Abeatrix	OY725497.1	ALG_4+ALG_69	ABBABAAAB	5	4	1.161290322580645	1.161290322580645	1.0005009677419354	2832636	4865527	58.21848280772052	100.0	0.78656	100000
Harmigera	NC_087122.1	ALG_4+ALG_69	ABAABAB	4	3	1.647058823529412	0.823529411764706	0.9994270588235296	6008957	14254934	42.153523825504905	100.0	0.97141	100000
Davara	NC_089283.1	ALG_4+ALG_69	AABABBAABAAABBAABBAABAB	10	13	1.1645569620253164	0.970464135021097	0.9996848101265824	13890695	26428100	52.56032404902358	100.0	0.83015	100000
Olobularis	NC_089188.1	ALG_4+ALG_69	ABBAABBAABBAAABABAAABABAB	11	14	1.2367491166077738	1.060070671378092	0.9997473498233216	1275948	2577018	49.51257616361236	100.0	0.90775	100000
Celegans	NC_003284.9	ALG_4+ALG_69	ABBABAABAB	5	5	1.5	1.0	1.00066	11670884	17718942	65.86670919742274	100.0	0.96015	100000
Sciliatum	NC_088644.1	ALG_4+ALG_69	ABBAABBABAABBAABABBAAB	11	11	1.2	1.0	1.001124	43839101	50554555	86.71642149752876	100.0	0.8645	100000
Ccandelabrum	NC_085105.1	ALG_4+ALG_69	ABBAAABABBAABABAABBAABAAB	14	11	1.2367491166077738	1.060070671378092	0.9999593639575972	4238658	5850205	72.45315335103642	100.0	0.90827	100000
Acrassa	OZ181685.1	ALG_4+ALG_69	AAABBAABABABBAABABBAA	9	12	1.1846153846153848	1.076923076923077	1.0005336923076926	5480812	6508474	84.21040016446251	100.0	0.84353	100000
Mleidyi	CM108489.1	ALG_4+ALG_69	ABAABAABBAABBAABABBAABBAA	11	14	1.1484098939929328	1.060070671378092	1.0008913427561836	9967791	11662019	85.47225827706163	100.0	0.81387	100000
Nvectensis	NC_064042.1	ALG_4+ALG_69	ABAABABAAABABBAABBAABABAB	11	14	1.413427561837456	1.060070671378092	0.9997676678445228	15426760	17327027	89.03293103889087	100.0	0.9857	100000
Cowczarzaki	NW_011887293.1	ALG_4+ALG_69	ABBAAABABBAABAAABBAABABAB	11	14	1.2367491166077738	1.060070671378092	1.0009204946996466	533566	2667796	20.000254892053213	100.0	0.9084	100000
Hpanicea	NC_087385.1	ALG_4+ALG_69	ABBAABBAABBAABBABAAAAABAB	14	11	1.060070671378092	1.060070671378092	0.9998763250883392	2671383	7054234	37.86921443207016	100.0	0.68924	100000
Srosetta	NW_004754930.1	ALG_4+ALG_7	BAAABBAAAA	7	3	0.6250000000000001	0.9375000000000002	1.0016125000000002	185346	2372320	7.812858299049032	66.66666666666666	0.28144	100000
Sciliatum	NC_088644.1	ALG_4+ALG_70	AAABAABBABBBABBBAAAA	9	11	0.7865168539325842	1.0112359550561798	1.0009258426966292	22351551	50554555	44.2127341443318	77.77777777777777	0.25374	100000
Celegans	NC_003282.8	ALG_4+ALG_70	ABBBABABB	3	6	1.3333333333333333	1.0	0.9979233333333332	6867601	17493829	39.257277523405534	100.0	0.88152	100000
Sciliatum	NC_088644.1	ALG_4+ALG_71	AAAAABABBBBABBAABBAA	9	11	0.7865168539325842	1.0112359550561798	0.9995449438202246	20033491	50554555	39.62746977003358	77.77777777777777	0.25657	100000
Celegans	NC_003282.8	ALG_4+ALG_71	AABBABBBBB	3	7	0.6250000000000001	0.9375000000000002	1.0016437500000004	4384186	17493829	25.06132876913339	66.66666666666666	0.28145	100000
Sciliatum	NC_088644.1	ALG_4+ALG_9	AAABAABBABBBABBBAAAA	9	11	0.7865168539325842	0.898876404494382	0.9982438202247192	22351551	50554555	44.2127341443318	87.49999999999999	0.25909	100000
Celegans	NC_003282.8	ALG_4+ALG_9	ABBBABABB	3	6	1.3333333333333333	1.0	0.9995866666666666	6867601	17493829	39.257277523405534	100.0	0.88237	100000
Sciliatum	NC_088643.1	ALG_40+ALG_42	BAAABB	3	3	0.5	1.0	0.998655	9996304	97974678	10.202946520528496	50.0	0.29951	100000
Davara	NC_089282.1	ALG_40+ALG_45	BBBBBAAAAA	5	5	0.0	1.0	0.9995425	0	27734874	0.0	0.0	0.00762	100000
Bmicroptera	NC_087078.1	ALG_40+ALG_46	BBBBBBABAABBABBBBABB	15	5	1.0769230769230769	1.0769230769230769	1.0001830769230768	13072222	20109789	65.00427229743684	100.0	0.74186	100000
Sciliatum	NC_088643.1	ALG_40+ALG_46	ABAABBBBBB	7	3	0.6250000000000001	0.9375000000000002	0.9993000000000004	6682139	97974678	6.820271458304767	66.66666666666666	0.28277	100000
Mleidyi	CM108479.1	ALG_40+ALG_46	BABBBBBABBBABABBBBAB	15	5	1.3846153846153846	1.0769230769230769	0.999473846153846	13422979	15865815	84.60314834126076	100.0	1.0	100000
Sciliatum	NC_088643.1	ALG_40+ALG_48	BBABABA	3	4	1.647058823529412	0.823529411764706	0.9974711764705882	9840792	97974678	10.044219793200035	100.0	0.97208	100000
Sciliatum	NC_088643.1	ALG_40+ALG_49	AAABBB	3	3	0.0	1.0	0.99904	0	97974678	0.0	0.0	0.09955	100000
Sciliatum	NC_088643.1	ALG_40+ALG_50	BBBAABBBAB	3	7	0.9375000000000002	0.9375000000000002	1.0018750000000003	9996304	97974678	10.202946520528496	100.0	0.58017	100000
Sciliatum	NC_088643.1	ALG_40+ALG_53	AAABBBBB	5	3	0.0	0.7272727272727273	0.9994327272727273	0	97974678	0.0	0.0	0.03647	100000
Sciliatum	NC_088643.1	ALG_40+ALG_54	BABAAB	3	3	1.5	1.0	1.00079	9996304	97974678	10.202946520528496	100.0	0.89995	100000
Sciliatum	NC_088643.1	ALG_40+ALG_55	AAABBB	3	3	0.0	1.0	0.999735	0	97974678	0.0	0.0	0.10013	100000
Celegans	NC_003281.10	ALG_40+ALG_57	BBBAABBBAA	4	6	0.5263157894736841	1.052631578947368	0.9977499999999998	3770078	13783801	27.351512111934877	50.0	0.19342	100000
Hpanicea	NC_087392.1	ALG_40+ALG_59	BBAABBAAABBB	5	7	0.6206896551724137	1.0344827586206895	1.0013193103448277	2636166	5828375	45.22986252600425	60.0	0.197	100000
Sciliatum	NC_088643.1	ALG_40+ALG_59	AAABBB	3	3	0.0	1.0	1.00036	0	97974678	0.0	0.0	0.10024	100000
Hsymbiolongicarpus	NC_079882.1	ALG_40+ALG_61	BABBAAAB	4	4	1.0	1.0	1.0010533333333334	19756059	33075650	59.72991913991108	100.0	0.6277	100000
Sciliatum	NC_088643.1	ALG_40+ALG_65	BAAABB	3	3	0.5	1.0	1.00118	9996304	97974678	10.202946520528496	50.0	0.30014	100000
Sciliatum	NC_088643.1	ALG_40+ALG_66	AAABBBB	4	3	0.0	0.823529411764706	1.0008229411764704	0	97974678	0.0	0.0	0.05637	100000
Celegans	NC_003281.10	ALG_40+ALG_67	BABBABAA	4	4	1.3333333333333333	0.6666666666666666	0.9997733333333332	3667260	13783801	26.60557853381661	100.0	0.88584	100000
Sciliatum	NC_088643.1	ALG_40+ALG_68	BAAABBB	3	4	0.411764705882353	0.823529411764706	1.0001929411764707	9996304	97974678	10.202946520528496	50.0	0.1998	100000
Sciliatum	NC_088643.1	ALG_40+ALG_72	BBBBAABBBAB	3	8	0.891891891891892	0.891891891891892	0.998936756756757	9996304	97974678	10.202946520528496	100.0	0.53472	100000
Sciliatum	NC_088643.1	ALG_40+ALG_74	ABAABBBBBB	7	3	0.6250000000000001	0.9375000000000002	1.0004437500000003	6682139	97974678	6.820271458304767	66.66666666666666	0.28303	100000
Bmicroptera	NC_087078.1	ALG_40+ALG_74	BBAAABBABBAB	7	5	1.0344827586206895	1.0344827586206895	1.001246896551724	13072222	20109789	65.00427229743684	100.0	0.65036	100000
Mleidyi	CM108479.1	ALG_40+ALG_74	ABBBBAAABBAB	7	5	0.8275862068965516	1.0344827586206895	0.9999951724137932	13297514	15865815	83.81236009621945	80.0	0.42423	100000
Mleidyi	CM108479.1	ALG_40+ALG_75	BABABBABABBA	7	5	1.6551724137931032	0.8275862068965516	0.998933793103448	12187207	15865815	76.81425126915951	100.0	0.99283	100000
Bmicroptera	NC_087078.1	ALG_40+ALG_75	BBBABAAABBAB	7	5	1.0344827586206895	1.0344827586206895	1.000191724137931	13072222	20109789	65.00427229743684	100.0	0.6512	100000
Celegans	NC_003282.8	ALG_41+ALG_47	BABAABAA	5	3	1.4545454545454546	0.7272727272727273	1.0009818181818182	5987341	17493829	34.22544601299121	100.0	0.92744	100000
Hsymbiolongicarpus	NC_079888.1	ALG_41+ALG_49	BBAAABBBBBBABBBA	5	11	0.6808510638297872	1.0212765957446808	1.000379574468085	11377563	24932500	45.63346234834052	66.66666666666667	0.20023	100000
Ccandelabrum	NC_085106.1	ALG_41+ALG_49	BBAAABBBBBBAABBBB	5	12	0.4951456310679611	1.1553398058252426	0.9990470873786408	2735011	5744123	47.61407442006378	42.85714285714286	0.0633	100000
Olobularis	NC_089178.1	ALG_41+ALG_49	BAABBBABBBAABBBBB	12	5	0.825242718446602	1.1553398058252426	1.00069427184466	883720	3662450	24.12920312905296	71.42857142857144	0.36337	100000
Celegans	NC_003282.8	ALG_41+ALG_49	ABBBAABBBBABAB	5	9	1.1052631578947367	1.1052631578947367	0.9989460526315788	9353499	17493829	53.46741985416686	100.0	0.7351	100000
Hpanicea	NC_087389.1	ALG_41+ALG_49	AAAABBBBBBBBABBBB	5	12	0.3300970873786408	1.1553398058252426	0.9997188349514564	1245022	6571531	18.945691650849703	28.571428571428577	0.0172	100000
Nvectensis	NC_064034.1	ALG_41+ALG_49	BBAABBBBABBABBBAB	12	5	1.1553398058252426	1.1553398058252426	0.99913786407767	10371852	22168631	46.786163746421686	100.0	0.81964	100000
Acrassa	OZ181684.1	ALG_41+ALG_49	BBBBBBBABBAABB	11	3	0.8076923076923077	1.346153846153846	1.0006042307692309	4594826	6541369	70.24257460479603	60.00000000000001	0.42082	100000
Davara	NC_089278.1	ALG_41+ALG_49	BBBAAAABBBBBBBBB	12	4	0.2	1.0	1.0014040000000002	3083006	39469004	7.811208005147533	20.0	0.00902	100000
Pverrucosa	NC_089322.1	ALG_41+ALG_49	ABABAABBABBBBBBBB	5	12	0.9902912621359224	1.1553398058252426	1.0018463106796118	8292576	21513206	38.54644444905143	85.71428571428572	0.57524	100000
Srosetta	NW_004754929.1	ALG_41+ALG_51	BBBAABA	3	4	0.823529411764706	0.823529411764706	0.9993323529411766	511592	2236389	22.875805595538164	100.0	0.54312	100000
Davara	NC_089278.1	ALG_41+ALG_52	BBABBABABBABB	9	4	1.5423728813559323	1.1016949152542372	0.9976486440677969	3083006	39469004	7.811208005147533	100.0	1.0	100000
Acrassa	OZ181684.1	ALG_41+ALG_52	BBBBABBBAAB	8	3	0.891891891891892	0.891891891891892	1.000348918918919	4594826	6541369	70.24257460479603	100.0	0.53386	100000
Ccandelabrum	NC_085106.1	ALG_41+ALG_52	BABABBABBBBBAA	5	9	1.1052631578947367	0.9210526315789472	0.9994894736842104	2185113	5744123	38.0408462701791	100.0	0.73456	100000
Pverrucosa	NC_089322.1	ALG_41+ALG_52	BBBABBAABAABB	5	8	0.9701492537313432	0.9701492537313432	0.9987046268656714	8575700	21513206	39.86249190381015	100.0	0.57789	100000
Celegans	NC_003282.8	ALG_41+ALG_52	BABBAABABAB	5	6	1.5714285714285716	0.8979591836734695	0.998932448979592	9571349	17493829	54.71271612406866	100.0	0.97642	100000
Hpanicea	NC_087389.1	ALG_41+ALG_52	BABBBBABABABBA	5	9	1.4736842105263157	0.9210526315789472	0.9987692105263156	2711788	6571531	41.26569592382658	100.0	0.97134	100000
Mleidyi	CM108480.1	ALG_41+ALG_52	BBBBBABAAABBAB	9	5	0.9210526315789472	0.9210526315789472	0.9985149999999998	5982962	14925576	40.08530056059477	100.0	0.51167	100000
Hsymbiolongicarpus	NC_079888.1	ALG_41+ALG_52	BABBABABBABBBA	5	9	1.4736842105263157	1.1052631578947367	1.000942894736842	14089220	24932500	56.5094555299308	100.0	0.9719	100000
Bmicroptera	NC_087079.1	ALG_41+ALG_52	ABABBABBAABBBB	9	5	1.1052631578947367	0.9210526315789472	1.000357105263158	10337607	18467570	55.97708307048518	100.0	0.73513	100000
Nvectensis	NC_064034.1	ALG_41+ALG_52	BBAABBBAAABBBB	9	5	0.5526315789473684	1.1052631578947367	1.0005781578947368	10371852	22168631	46.786163746421686	50.0	0.11845	100000
Olobularis	NC_089178.1	ALG_41+ALG_52	BAAABBBAABBBBB	9	5	0.5526315789473684	1.1052631578947367	0.9998118421052632	883720	3662450	24.12920312905296	50.0	0.11934	100000
Nvectensis	NC_064034.1	ALG_41+ALG_53	BBBAAABBBBAABB	9	5	0.5526315789473684	0.9210526315789472	1.0001876315789473	10371852	22168631	46.786163746421686	60.0	0.11856	100000
Celegans	NC_003282.8	ALG_41+ALG_54	ABBABABAABB	5	6	1.3469387755102042	0.8979591836734695	1.00001	6881057	17493829	39.334196075656166	100.0	0.9105	100000
Mleidyi	CM108480.1	ALG_41+ALG_54	BBBBBABAABABA	8	5	1.164179104477612	0.9701492537313432	0.999075223880597	3460132	14925576	23.18256930251804	100.0	0.79336	100000
Bmicroptera	NC_087079.1	ALG_41+ALG_54	ABBBBBABABBAA	8	5	0.9701492537313432	0.9701492537313432	0.9997058208955224	9148894	18467570	49.5403239300027	100.0	0.57576	100000
Davara	NC_089278.1	ALG_41+ALG_56	ABBAAABBBBBB	8	4	0.4615384615384615	1.153846153846154	0.9996507692307692	2346874	39469004	5.946119136930843	40.0	0.1094	100000
Davara	NC_089278.1	ALG_41+ALG_63	ABBBAAABBB	6	4	0.5263157894736841	1.052631578947368	1.0006473684210524	2357600	39469004	5.973294892366678	50.0	0.19052	100000
Olobularis	NC_089178.1	ALG_41+ALG_65	AAAAABBBBB	5	5	0.0	1.0	0.9985025	0	3662450	0.0	0.0	0.00837	100000
Cowczarzaki	NW_011887297.1	ALG_41+ALG_65	BBBABAAABAB	6	5	1.1224489795918369	0.8979591836734695	1.000068367346939	131340	1617775	8.118557895875508	100.0	0.73778	100000
Cowczarzaki	NW_011887297.1	ALG_41+ALG_66	BBAAAABABBB	6	5	0.6734693877551021	0.8979591836734695	1.0008002040816328	131340	1617775	8.118557895875508	75.0	0.26149	100000
Olobularis	NC_089178.1	ALG_41+ALG_70	BAAABBBAABBBBB	9	5	0.5526315789473684	0.9210526315789472	1.0004418421052632	883720	3662450	24.12920312905296	60.0	0.11778	100000
Ccandelabrum	NC_085106.1	ALG_41+ALG_70	BABABBABBBBBAA	5	9	1.1052631578947367	1.1052631578947367	1.0005413157894738	2185113	5744123	38.0408462701791	100.0	0.73358	100000
Hsymbiolongicarpus	NC_079888.1	ALG_41+ALG_70	BABBABABBABBBA	5	9	1.4736842105263157	0.9210526315789472	0.9984155263157896	14089220	24932500	56.5094555299308	100.0	0.97197	100000
Hpanicea	NC_087389.1	ALG_41+ALG_70	BABBBBABABABBA	5	9	1.4736842105263157	1.1052631578947367	1.0004160526315788	2711788	6571531	41.26569592382658	100.0	0.97195	100000
Pverrucosa	NC_089322.1	ALG_41+ALG_70	BBBABBAABAABB	5	8	0.9701492537313432	0.9701492537313432	1.0023349253731344	8575700	21513206	39.86249190381015	100.0	0.57267	100000
Celegans	NC_003282.8	ALG_41+ALG_70	BABBAABABAB	5	6	1.5714285714285716	0.8979591836734695	1.0009932653061224	9571349	17493829	54.71271612406866	100.0	0.97582	100000
Davara	NC_089278.1	ALG_41+ALG_70	BBABBABABBABB	9	4	1.5423728813559323	1.1016949152542372	0.9997088135593222	3083006	39469004	7.811208005147533	100.0	1.0	100000
Acrassa	OZ181684.1	ALG_41+ALG_70	BBBBABBBAAB	8	3	0.891891891891892	0.891891891891892	1.000357837837838	4594826	6541369	70.24257460479603	100.0	0.53039	100000
Nvectensis	NC_064034.1	ALG_41+ALG_70	BBAABBBAAABBBB	9	5	0.5526315789473684	0.9210526315789472	0.998492894736842	10371852	22168631	46.786163746421686	60.0	0.11919	100000
Bmicroptera	NC_087079.1	ALG_41+ALG_70	ABABBABBAABBBB	9	5	1.1052631578947367	0.9210526315789472	0.9982976315789472	10337607	18467570	55.97708307048518	100.0	0.73566	100000
Mleidyi	CM108480.1	ALG_41+ALG_70	BBBBBABAAABBAB	9	5	0.9210526315789472	1.1052631578947367	0.9995355263157896	5982962	14925576	40.08530056059477	83.33333333333334	0.51068	100000
Hsymbiolongicarpus	NC_079888.1	ALG_41+ALG_71	BBAAABBBABBBA	5	8	0.7761194029850745	0.9701492537313432	1.0008797014925372	11454341	24932500	45.94140579564825	80.0	0.34556	100000
Hpanicea	NC_087389.1	ALG_41+ALG_71	AAAABBBBABBBB	5	8	0.3880597014925372	0.9701492537313432	1.0001889552238803	469121	6571531	7.138686555689991	40.0	0.05255	100000
Acrassa	OZ181684.1	ALG_41+ALG_71	BBBBBBABAAB	8	3	0.891891891891892	0.891891891891892	0.999691891891892	4594826	6541369	70.24257460479603	100.0	0.53297	100000
Ccandelabrum	NC_085106.1	ALG_41+ALG_71	BBAAABBBBBAABB	5	9	0.5526315789473684	1.1052631578947367	1.002285789473684	2735011	5744123	47.61407442006378	50.0	0.11807	100000
Pverrucosa	NC_089322.1	ALG_41+ALG_71	ABBAAABABBBBBB	5	9	0.7368421052631579	0.9210526315789472	1.0000273684210526	8292576	21513206	38.54644444905143	80.0	0.28641	100000
Davara	NC_089278.1	ALG_41+ALG_71	BBBAAAABBBBB	8	4	0.2307692307692307	1.153846153846154	1.000580769230769	3083006	39469004	7.811208005147533	20.0	0.02431	100000
Nvectensis	NC_064034.1	ALG_41+ALG_71	BAABBBBABABBAB	9	5	1.2894736842105263	0.9210526315789472	1.0000568421052631	10371852	22168631	46.786163746421686	100.0	0.90209	100000
Celegans	NC_003282.8	ALG_41+ALG_71	ABBAABBABABB	5	7	1.2413793103448274	1.0344827586206895	1.0011910344827586	7968194	17493829	45.54859888021085	100.0	0.85253	100000
Olobularis	NC_089178.1	ALG_41+ALG_71	BAABBBABBAABBB	9	5	0.9210526315789472	1.1052631578947367	0.9991947368421054	883720	3662450	24.12920312905296	83.33333333333334	0.51162	100000
Srosetta	NW_004754929.1	ALG_41+ALG_73	BBBAAA	3	3	0.0	1.0	0.99813	0	2236389	0.0	0.0	0.10018	100000
Mleidyi	CM108485.1	ALG_42+ALG_43	AAABBBBB	5	3	0.0	0.7272727272727273	0.9994981818181816	0	17080198	0.0	0.0	0.03511	100000
Bmicroptera	NC_087077.1	ALG_42+ALG_43	AABBBBBAAA	5	5	0.25	1.0	0.9988425	4699708	20932313	22.451928747673517	25.0	0.04123	100000
Davara	NC_089281.1	ALG_42+ALG_44	AAAAABBBBB	5	5	0.0	1.0	1.001905	0	30661186	0.0	0.0	0.00793	100000
Cowczarzaki	NW_011887294.1	ALG_42+ALG_45	BBBBBAAAAA	5	5	0.0	1.0	1.00093	0	2526311	0.0	0.0	0.00794	100000
Cowczarzaki	NW_011887294.1	ALG_42+ALG_46	BBAABBBBBBBBAABBBABB	15	5	0.7692307692307693	1.0769230769230769	1.0005000000000002	483671	2526311	19.145346713053144	71.42857142857144	0.27162	100000
Acrassa	OZ181681.1	ALG_42+ALG_46	BBABBABBBBBBABBAB	13	4	1.3678160919540232	0.9770114942528736	1.0001529885057472	6510913	7182524	90.64937339575891	100.0	1.0	100000
